Måling,Dato,Ap,Høyre,Frp,SV,Sp,KrF,Venstre,MDG,Rødt,Andre,Year,Month
Norstat/VL,2017-12-22,26.0,26.5,13.9,8.4,10.6,3.6,3.4,3.6,2.9,1.2,2017,12
Sentio/DN,2017-12-15,25.9,26.5,14.9,6.0,10.6,4.6,3.5,3.7,2.6,1.7,2017,12
Verian/TV2,2017-12-12,26.0,26.6,14.8,6.9,9.7,4.1,4.3,3.5,2.8,1.3,2017,12
Norfakta/Nat. / KK,2017-12-09,26.7,27.5,13.6,7.0,10.2,3.7,4.7,3.3,2.1,0.0,2017,12
Opinion/ANB,2017-12-07,26.6,25.8,14.9,6.0,11.5,3.9,3.4,4.4,2.5,0.9,2017,12
Norstat/NRK,2017-12-04,25.8,26.8,14.7,7.1,11.2,4.6,3.9,2.9,1.7,1.2,2017,12
Ipsos/Dagbladet,2018-01-28,25.4,26.2,12.5,7.6,12.1,3.7,4.6,3.0,3.0,0.0,2018,1
Sentio/DN,2018-01-25,22.7,30.5,13.4,7.6,10.1,4.5,3.0,3.2,3.1,2.0,2018,1
Opinion/ANB,2018-01-18,20.8,30.1,14.5,7.3,10.8,4.6,4.5,3.0,3.0,1.0,2018,1
Respons/VG,2018-01-16,23.2,29.4,13.2,7.5,11.3,4.4,4.1,2.8,2.9,1.2,2018,1
Respons/Aftenp / BT / Adressa,2018-01-12,23.1,27.1,15.5,7.7,10.7,4.1,4.1,2.7,2.7,2.3,2018,1
Verian/TV2,2018-01-11,19.4,30.5,14.8,8.6,10.9,4.5,4.3,2.6,3.0,1.5,2018,1
Norstat/NRK,2018-01-09,20.1,28.7,14.9,8.3,12.2,4.6,3.6,2.7,2.9,2.0,2018,1
Norfakta/Nat. / KK,2018-01-06,24.2,29.1,14.5,5.7,10.3,3.3,4.7,3.8,3.1,1.4,2018,1
Sentio/DN,2018-02-22,23.3,28.7,15.0,6.1,10.4,5.1,4.1,3.2,3.2,0.9,2018,2
Ipsos/Dagbladet,2018-02-22,25.4,27.3,13.6,7.5,9.7,3.5,4.4,3.0,3.3,0.0,2018,2
Opinion/ANB,2018-02-14,21.4,29.2,15.9,7.3,10.0,3.6,3.9,4.0,4.0,0.8,2018,2
Respons/VG,2018-02-09,24.0,27.9,13.6,7.2,10.9,3.6,4.5,3.6,3.3,1.4,2018,2
Verian/TV2,2018-02-08,23.6,29.1,12.0,6.3,11.2,3.8,5.8,3.4,3.6,1.1,2018,2
Norstat/NRK,2018-02-07,22.4,28.9,13.1,8.6,11.2,3.9,3.8,3.7,2.9,1.5,2018,2
Norfakta/Nat. / KK,2018-02-03,23.9,27.9,13.4,7.7,11.0,4.3,4.2,3.5,2.6,1.6,2018,2
Norstat/VL,2018-02-02,22.7,29.9,12.8,7.4,11.0,4.3,4.0,2.7,2.8,2.3,2018,2
Norstat/VL,2018-03-26,24.3,25.3,15.4,6.6,11.0,4.8,4.3,2.3,4.0,1.9,2018,3
Ipsos/Dagbladet,2018-03-22,23.7,23.9,20.8,6.6,10.2,3.8,3.2,2.4,3.3,2.2,2018,3
Verian/TV2,2018-03-20,23.6,26.0,20.6,5.6,10.3,4.4,5.0,2.1,1.7,0.9,2018,3
Sentio/DN,2018-03-19,23.3,26.6,15.8,7.1,11.9,4.1,3.5,2.6,4.0,1.1,2018,3
Respons/VG,2018-03-16,25.1,26.9,15.9,6.4,10.8,3.2,4.4,3.1,2.5,1.7,2018,3
Opinion/ANB,2018-03-15,23.3,27.3,14.5,6.9,11.0,3.6,4.6,3.2,4.5,1.1,2018,3
Norfakta/Nat. / KK,2018-03-10,22.5,28.4,12.7,6.9,12.8,3.9,3.8,3.9,3.3,1.7,2018,3
Norstat/NRK,2018-03-07,23.3,27.4,15.0,7.0,12.3,3.2,4.3,2.8,3.2,1.5,2018,3
Verian/TV2,2018-03-07,23.4,29.3,10.9,6.6,12.1,4.5,4.9,3.6,3.8,1.0,2018,3
Respons/VG,2018-03-06,23.4,28.0,13.1,7.2,11.6,4.4,4.7,3.1,3.1,1.4,2018,3
Norstat/VL,2018-03-01,24.5,28.8,12.9,6.0,10.8,4.5,3.5,3.3,3.1,2.5,2018,3
Ipsos/Dagbladet,2018-04-27,23.2,24.9,16.0,6.0,11.9,4.4,4.0,3.0,4.7,1.8,2018,4
Sentio/DN,2018-04-26,23.8,25.2,15.7,7.3,11.9,4.9,3.6,3.0,2.8,1.7,2018,4
Opinion/ANB,2018-04-19,24.0,27.0,13.5,7.7,11.5,4.0,4.1,1.9,4.9,1.4,2018,4
Norstat/NRK,2018-04-11,25.2,25.1,15.8,7.5,10.7,3.7,3.7,2.5,3.8,1.9,2018,4
Verian/TV2,2018-04-11,24.1,26.4,16.2,8.7,9.0,3.7,2.8,2.9,5.4,1.0,2018,4
Respons/VG,2018-04-10,23.4,25.8,16.2,6.2,10.9,4.5,4.1,3.1,3.9,1.8,2018,4
Norfakta/Nat. / KK,2018-04-07,23.2,26.5,17.4,7.4,10.6,4.1,3.6,3.0,4.3,0.1,2018,4
Norstat/VL,2018-05-31,23.6,26.4,13.9,7.2,11.8,4.2,4.1,2.7,4.0,2.3,2018,5
Ipsos/Dagbladet,2018-05-31,22.9,27.0,13.5,7.7,11.1,3.8,5.9,3.0,3.2,1.9,2018,5
Sentio/DN,2018-05-24,23.5,28.4,14.0,8.0,10.6,3.8,3.2,2.9,3.4,2.3,2018,5
Opinion/ANB,2018-05-18,22.8,26.5,15.0,7.1,10.5,5.5,3.8,3.3,4.4,1.2,2018,5
Norfakta/Nat. / KK,2018-05-12,24.7,26.7,15.4,6.9,10.5,3.9,3.9,3.0,3.2,1.8,2018,5
Respons/VG,2018-05-11,25.5,26.2,16.1,7.3,9.5,3.7,3.5,3.2,3.5,1.5,2018,5
Norstat/NRK,2018-05-09,26.0,25.5,15.9,6.5,11.0,3.0,3.8,3.2,3.5,1.6,2018,5
Verian/TV2,2018-05-08,23.8,28.1,14.7,7.6,10.3,4.7,4.1,2.3,3.8,0.7,2018,5
Norstat/VL,2018-05-03,24.0,26.4,15.3,6.8,10.9,3.7,3.7,2.9,4.0,2.4,2018,5
Norstat/VL,2018-06-28,21.5,27.8,13.6,7.5,10.7,4.2,5.1,2.5,4.9,2.2,2018,6
Ipsos/Dagbladet,2018-06-28,22.2,27.9,13.5,7.1,11.4,4.7,3.9,2.4,3.8,3.0,2018,6
Sentio/DN,2018-06-22,25.2,27.1,14.0,7.3,10.2,4.1,3.2,2.1,5.3,1.5,2018,6
Opinion/ANB,2018-06-14,24.0,27.1,13.0,6.5,10.7,3.8,4.1,4.2,4.8,1.8,2018,6
Norfakta/Nat. / KK,2018-06-09,24.1,29.4,12.5,6.0,11.3,3.0,4.5,3.4,4.4,1.4,2018,6
Respons/VG,2018-06-06,22.0,26.4,15.1,7.6,11.0,4.1,3.7,2.9,4.8,2.4,2018,6
Norstat/NRK,2018-06-06,23.4,27.6,13.1,7.5,11.0,3.8,4.1,3.4,4.5,1.7,2018,6
Verian/TV2,2018-06-05,23.4,24.5,12.4,8.5,11.3,5.3,4.5,3.2,5.6,1.3,2018,6
Norfakta/Nat. / KK,2018-07-07,23.7,26.3,14.8,7.5,9.7,5.0,3.4,3.7,3.9,2.0,2018,7
Norstat/VL,2018-08-30,24.4,27.4,12.9,6.9,12.5,3.6,3.0,3.6,4.2,1.4,2018,8
Ipsos/Dagbladet,2018-08-23,28.5,24.8,13.0,6.0,11.5,3.3,3.9,3.2,3.7,2.2,2018,8
Sentio/DN,2018-08-22,25.9,26.6,13.3,6.4,10.7,4.2,3.6,3.4,4.4,1.4,2018,8
Respons/VG,2018-08-21,25.9,25.6,14.6,7.7,10.3,3.9,5.2,2.2,4.1,0.5,2018,8
Norstat/NRK,2018-08-16,23.8,27.5,12.7,6.1,11.8,4.0,3.5,3.4,5.3,1.8,2018,8
Norfakta/Nat. / KK,2018-08-11,27.8,24.6,12.9,5.8,12.3,4.8,5.1,2.4,3.7,0.7,2018,8
Verian/TV2,2018-08-08,24.4,26.1,10.1,8.0,13.6,5.3,3.6,2.5,5.3,1.1,2018,8
Opinion/ANB,2018-08-08,28.2,23.6,12.6,6.6,11.2,4.2,2.4,4.1,5.8,1.2,2018,8
Norstat/VL,2018-09-27,26.6,24.3,15.7,6.2,12.0,3.0,3.4,2.3,5.0,1.4,2018,9
Ipsos/Dagbladet,2018-09-27,28.7,25.7,14.9,6.1,10.1,3.0,2.3,2.3,4.6,2.3,2018,9
Respons/VG,2018-09-26,25.5,26.0,14.1,6.3,10.4,3.9,3.8,3.5,4.7,1.8,2018,9
Sentio/DN,2018-09-19,28.0,27.4,11.8,6.3,9.1,3.9,3.0,3.8,4.8,1.8,2018,9
Opinion/ANB,2018-09-12,27.7,26.4,13.1,7.1,10.6,2.9,3.4,3.0,3.5,2.3,2018,9
Norfakta/Nat. / KK,2018-09-08,24.6,24.1,17.6,7.0,11.1,4.0,4.2,2.1,4.6,0.8,2018,9
Norstat/NRK,2018-09-07,26.2,26.6,13.9,6.0,11.2,3.5,3.3,2.8,4.4,2.3,2018,9
Verian/TV2,2018-09-06,24.9,29.0,10.4,6.5,11.6,3.7,3.5,2.4,5.5,2.6,2018,9
Verian/TV2,2018-10-31,27.6,26.8,13.8,7.2,9.0,3.0,2.3,2.8,4.8,2.6,2018,10
Norstat/NRK,2018-10-30,27.2,24.3,14.1,6.7,12.1,3.9,3.7,3.2,3.5,1.3,2018,10
Ipsos/Dagbladet,2018-10-25,26.0,26.3,10.4,7.7,12.4,4.4,5.1,2.2,4.0,1.4,2018,10
Norstat/VL,2018-10-24,28.7,25.4,13.6,7.2,10.3,3.6,3.7,2.0,3.9,1.7,2018,10
Sentio/DN,2018-10-17,28.8,25.7,12.7,6.6,10.5,4.5,2.8,2.4,3.6,2.5,2018,10
InFact/Nettavisen,2018-10-11,24.4,26.1,14.7,5.7,11.2,4.8,3.8,2.7,4.1,2.5,2018,10
Opinion/ANB,2018-10-10,26.6,25.0,13.0,5.9,12.7,5.0,2.6,3.2,5.1,0.9,2018,10
Norfakta/Nat. / KK,2018-10-06,28.2,26.0,13.3,6.6,11.2,4.1,2.4,2.2,4.0,2.1,2018,10
Respons/VG,2018-10-04,27.7,25.5,14.4,6.7,9.8,4.7,3.9,2.7,3.0,1.6,2018,10
Verian/TV2,2018-10-02,26.7,26.7,12.7,7.6,10.4,3.8,4.1,2.8,4.0,1.4,2018,10
Norstat/NRK,2018-10-02,26.9,24.7,14.0,7.1,11.2,3.7,3.5,4.2,3.3,1.4,2018,10
Norstat/NRK,2018-11-27,29.7,24.7,13.1,7.0,11.4,3.2,2.8,2.8,3.3,2.0,2018,11
Norstat/VL,2018-11-24,29.0,24.6,13.2,6.6,12.0,4.3,3.2,2.9,3.3,1.7,2018,11
Ipsos/Dagbladet,2018-11-22,31.2,23.1,12.8,6.1,11.7,3.3,3.6,2.5,3.6,2.1,2018,11
Opinion/ANB,2018-11-14,28.3,26.2,10.8,6.0,11.9,3.8,3.7,3.3,4.9,1.1,2018,11
Respons/VG,2018-11-08,28.4,26.5,12.8,6.0,10.3,4.2,4.1,2.9,3.9,0.9,2018,11
Norfakta/Nat. / KK,2018-11-07,29.1,26.1,13.2,5.0,11.7,4.0,3.8,2.2,3.9,0.9,2018,11
Sentio/DN,2018-11-07,25.0,26.9,13.7,7.5,10.0,4.7,4.5,2.4,4.4,1.0,2018,11
Ipsos/Dagbladet,2018-12-20,28.5,24.7,12.8,8.1,10.4,3.8,3.0,3.7,2.7,2.3,2018,12
Norstat/VL,2018-12-19,26.8,26.5,12.4,6.9,11.2,3.5,3.4,3.4,4.1,0.0,2018,12
Opinion/ANB,2018-12-12,27.1,22.9,14.6,5.8,11.9,3.4,4.4,3.6,5.1,1.1,2018,12
Norfakta/Nat. / KK,2018-12-08,28.4,25.9,12.0,7.4,11.6,3.8,3.0,2.5,3.1,2.4,2018,12
Sentio/DN,2018-12-06,30.0,24.3,12.0,5.5,12.2,3.5,4.3,2.4,4.8,1.1,2018,12
Respons/VG,2018-12-05,26.0,25.7,13.5,8.8,10.5,4.1,3.4,2.4,3.9,1.7,2018,12
Verian/TV2,2018-12-03,27.4,24.7,13.9,6.3,11.9,3.0,3.6,2.8,4.8,0.8,2018,12
Norstat/VL,2019-01-30,29.1,22.5,13.5,7.3,11.2,3.5,2.7,3.7,4.4,0.0,2019,1
Ipsos/Dagbladet,2019-01-24,29.8,22.8,13.0,8.0,10.9,2.7,2.2,3.2,4.2,0.0,2019,1
Sentio/DN,2019-01-23,26.3,23.6,13.2,6.9,13.4,3.5,4.3,3.8,3.1,1.8,2019,1
Opinion/ANB,2019-01-16,28.5,22.9,10.8,7.9,12.6,3.7,2.4,3.2,5.5,2.5,2019,1
Norfakta/Nat. / KK,2019-01-12,27.7,24.7,12.0,7.4,12.5,3.8,3.3,2.8,3.9,1.9,2019,1
Respons/VG,2019-01-11,29.7,26.0,11.5,6.7,10.5,3.8,4.4,2.8,3.1,1.5,2019,1
Verian/TV2,2019-01-11,27.9,24.2,12.0,7.2,12.2,3.0,3.6,2.8,4.6,2.0,2019,1
Norstat/NRK / Aftenp,2019-01-08,27.3,27.0,12.2,7.4,12.1,3.7,3.1,2.4,3.3,1.6,2019,1
Norstat/VL,2019-02-27,26.9,22.3,12.5,6.6,16.0,3.2,1.8,3.0,6.2,1.5,2019,2
Ipsos/Dagbladet,2019-02-22,26.9,25.1,10.0,7.0,13.0,2.5,2.3,3.8,6.6,2.8,2019,2
Sentio/NA / Amedia,2019-02-21,27.4,21.1,10.8,8.0,15.6,3.4,2.3,3.9,5.1,2.4,2019,2
Opinion/ANB,2019-02-13,28.2,22.1,11.8,8.0,13.9,3.2,2.3,2.3,7.6,0.6,2019,2
Norfakta/Nat. / KK,2019-02-09,29.3,22.9,10.9,7.2,12.7,4.1,3.3,3.3,4.0,2.2,2019,2
Norstat/NRK / Aftenp,2019-02-06,29.2,22.9,12.0,7.8,11.8,3.4,2.6,3.2,4.8,2.2,2019,2
Respons/VG,2019-02-06,29.7,22.9,10.5,7.8,12.2,3.8,3.9,3.8,3.6,1.8,2019,2
Verian/TV2,2019-02-05,26.5,23.6,11.7,8.8,10.4,4.1,2.5,3.6,6.2,2.5,2019,2
Norstat/VL,2019-03-27,26.6,24.6,12.1,6.8,14.3,2.4,1.8,4.3,4.9,2.2,2019,3
Sentio/NA / Amedia,2019-03-21,27.7,24.7,10.6,7.3,14.5,3.0,2.3,3.2,5.4,1.4,2019,3
Ipsos/Dagbladet,2019-03-21,28.8,21.3,11.7,7.0,14.4,2.5,2.0,3.6,5.6,3.1,2019,3
Opinion/ANB,2019-03-13,25.1,26.1,10.6,7.1,12.7,4.8,2.0,6.0,4.9,0.8,2019,3
Norfakta/Nat. / KK,2019-03-09,27.0,24.6,10.7,8.1,14.0,3.3,2.3,3.7,4.5,1.8,2019,3
Verian/TV2,2019-03-08,27.4,24.8,10.2,8.0,12.8,3.7,2.2,3.6,4.8,2.7,2019,3
Respons/VG,2019-03-05,24.3,24.3,12.6,7.6,14.6,3.8,2.8,3.3,5.0,1.7,2019,3
Norstat/NRK / Aftenp,2019-03-05,26.5,24.3,12.1,8.0,12.4,4.0,1.9,4.4,4.8,1.5,2019,3
Ipsos/Dagbladet,2019-04-27,28.1,23.8,10.1,6.8,14.4,3.9,2.2,3.0,4.5,3.2,2019,4
Sentio/NA / Amedia,2019-04-16,27.5,23.2,10.0,7.0,15.4,3.4,2.4,4.1,4.6,2.4,2019,4
Opinion/ANB,2019-04-10,27.5,21.5,10.6,8.2,16.7,2.6,2.3,3.7,4.5,2.5,2019,4
Norfakta/Nat. / KK,2019-04-06,26.1,22.5,11.2,8.4,15.2,3.8,3.0,3.0,4.3,2.5,2019,4
Respons/VG,2019-04-06,25.6,22.4,10.1,7.6,15.6,3.0,4.3,3.9,4.7,2.8,2019,4
Verian/TV2,2019-04-05,24.3,21.6,10.4,7.5,16.9,3.7,3.4,5.0,5.1,2.2,2019,4
Norstat/NRK,2019-04-03,24.0,22.3,11.9,7.0,16.9,4.2,2.9,4.7,3.7,2.4,2019,4
Ipsos/Dagbladet,2019-05-31,26.9,20.7,12.1,6.3,15.2,2.3,2.0,4.6,5.1,4.8,2019,5
Norstat/VL,2019-05-30,23.7,22.9,12.5,6.5,13.3,3.7,3.4,4.3,4.8,5.0,2019,5
Sentio/NA / Amedia,2019-05-22,23.1,22.6,11.9,6.1,15.8,3.6,2.3,5.1,6.6,2.9,2019,5
Opinion/ANB,2019-05-15,27.2,21.2,13.1,8.3,14.1,2.7,2.1,4.0,5.1,2.4,2019,5
Norfakta/Nat. / KK,2019-05-11,25.1,24.4,11.9,7.4,14.4,3.2,3.0,3.0,4.9,2.8,2019,5
Verian/TV2,2019-05-10,26.0,21.0,11.6,7.2,14.7,3.9,4.1,3.9,5.4,2.3,2019,5
Norstat/NRK / Aftenp,2019-05-07,26.5,20.2,12.6,6.2,15.0,3.5,3.7,3.9,5.0,3.3,2019,5
Respons/VG,2019-05-03,28.2,21.6,13.0,8.4,12.5,4.1,1.9,4.4,3.9,2.0,2019,5
Norstat/VL,2019-05-02,27.6,20.4,11.2,7.5,15.7,3.3,2.3,4.8,5.1,2.3,2019,5
Ipsos/Dagbladet,2019-06-28,27.8,20.5,10.7,6.9,14.4,2.3,2.3,3.9,5.1,6.0,2019,6
Norstat/VL,2019-06-26,26.0,23.0,9.0,7.0,14.3,4.2,2.5,5.7,5.4,2.9,2019,6
Sentio/NA / Amedia,2019-06-19,25.2,22.7,10.5,6.8,15.2,2.7,2.5,5.8,4.5,4.1,2019,6
Verian/TV2,2019-06-18,24.4,22.6,8.9,7.6,13.1,3.1,4.1,4.4,6.4,5.6,2019,6
Respons/VG,2019-06-17,26.0,23.1,10.7,6.8,13.3,3.6,3.5,4.9,5.2,2.3,2019,6
Opinion/ANB,2019-06-12,23.0,19.1,11.4,6.4,16.9,2.6,2.8,6.5,7.1,4.2,2019,6
Norfakta/Nat. / KK,2019-06-08,25.2,24.3,10.2,6.0,15.8,3.2,1.5,5.7,5.9,2.4,2019,6
Norstat/NRK / Aftenp,2019-06-05,24.4,21.0,11.4,6.8,14.9,3.5,2.7,6.3,5.0,4.0,2019,6
Verian/TV2,2019-07-08,25.5,22.0,7.5,7.8,13.3,3.4,5.0,4.9,5.7,4.9,2019,7
Norfakta/Nat. / KK,2019-07-06,24.4,21.2,8.8,7.6,15.1,4.3,2.9,5.5,4.2,6.0,2019,7
Norstat/VL,2019-08-28,22.2,22.8,11.7,6.3,16.0,4.4,3.1,5.7,5.0,2.8,2019,8
Ipsos/Dagbladet,2019-08-22,23.4,20.9,11.1,7.9,16.1,2.7,3.0,6.7,4.4,3.8,2019,8
Sentio/NA / Amedia,2019-08-21,27.3,20.9,8.9,6.5,14.4,3.5,3.7,5.4,4.8,4.5,2019,8
Respons/VG,2019-08-16,24.0,21.9,10.6,6.3,15.4,4.5,2.5,7.0,4.7,3.1,2019,8
Verian/TV2,2019-08-15,23.5,22.8,9.1,8.4,15.3,3.8,2.0,6.4,5.2,3.5,2019,8
Norstat/NRK / Aftenp,2019-08-14,24.6,22.8,10.9,5.9,14.2,3.2,2.7,5.3,6.4,4.1,2019,8
Norfakta/Nat. / KK,2019-08-10,24.4,24.2,9.0,7.5,15.9,3.9,2.8,3.7,5.0,3.7,2019,8
Opinion/DA / FF / ANB,2019-08-07,22.2,22.1,10.1,8.8,14.6,3.2,3.1,7.0,5.2,3.8,2019,8
Ipsos/Dagbladet,2019-09-26,22.0,21.3,11.7,8.4,17.4,3.4,2.6,6.4,4.1,2.8,2019,9
Norstat/VL,2019-09-25,20.8,21.1,11.2,9.1,15.8,3.7,2.9,8.6,4.4,2.4,2019,9
Sentio/NA / Amedia,2019-09-18,22.6,21.1,12.4,6.9,16.8,3.4,3.0,6.1,4.0,3.6,2019,9
Norfakta/Nat. / KK,2019-09-07,23.8,22.1,11.0,7.4,17.1,3.3,2.4,6.5,3.3,3.1,2019,9
Respons/VG,2019-09-06,24.2,20.9,10.9,7.8,14.7,3.9,3.5,7.4,4.1,2.6,2019,9
Norstat/NRK / Aftenp,2019-09-04,24.8,21.2,11.6,6.1,16.1,3.9,3.4,5.4,4.5,4.1,2019,9
Norstat/NRK / Aftenp,2019-10-30,23.7,21.8,8.4,7.4,17.5,3.9,3.3,6.1,6.0,2.0,2019,10
Ipsos/Dagbladet,2019-10-25,22.6,21.1,10.3,6.4,17.6,2.7,3.6,7.0,6.1,2.5,2019,10
Norstat/VL,2019-10-24,21.6,20.1,11.7,7.7,18.1,3.6,3.3,6.2,4.9,2.8,2019,10
Sentio/NA / Amedia,2019-10-17,24.9,20.9,9.0,6.4,17.6,3.6,4.1,7.7,3.2,2.7,2019,10
Verian/TV2,2019-10-09,23.3,20.2,9.0,8.9,15.6,3.9,2.6,7.2,6.1,3.2,2019,10
Opinion/DA / FF / ANB,2019-10-09,22.2,22.8,9.0,8.2,18.7,3.4,3.7,5.5,4.6,1.9,2019,10
Norfakta/Nat. / KK,2019-10-05,23.5,21.4,10.5,7.0,17.2,3.3,3.8,6.0,4.0,3.3,2019,10
Respons/VG,2019-10-01,26.3,20.6,11.9,6.7,14.8,4.2,3.0,6.9,3.3,2.3,2019,10
Norstat/NRK / Aftenp,2019-10-01,24.1,19.7,8.6,6.6,18.6,3.7,3.4,7.8,3.6,4.0,2019,10
Norstat/NRK / Aftenp,2019-11-26,22.9,19.7,12.5,6.5,18.1,2.8,3.5,6.4,4.5,3.2,2019,11
Ipsos/Dagbladet,2019-11-21,22.0,20.9,9.7,8.3,19.2,3.5,2.6,5.3,5.0,3.5,2019,11
Norstat/VL,2019-11-20,22.9,20.8,9.0,8.1,20.0,2.9,2.0,6.9,4.2,3.1,2019,11
Opinion/DA / FF / ANB,2019-11-13,21.7,20.6,8.9,8.4,20.9,3.8,3.0,6.5,4.4,1.8,2019,11
Norfakta/Nat. / KK,2019-11-09,22.3,22.9,8.4,7.1,19.2,3.4,4.3,6.1,4.2,2.1,2019,11
Sentio/Nettavisen,2019-11-06,22.6,20.8,9.2,7.7,20.0,3.1,3.9,6.3,3.9,2.6,2019,11
Respons/VG,2019-11-06,23.0,21.3,11.4,6.5,16.5,3.9,3.2,5.9,6.0,2.3,2019,11
Verian/TV2,2019-11-04,22.6,21.1,9.2,5.6,19.5,2.9,3.4,6.9,6.6,2.2,2019,11
Ipsos/Dagbladet,2019-12-19,23.4,22.1,11.3,8.5,15.8,3.0,2.8,5.0,5.9,2.2,2019,12
Norstat/VL,2019-12-18,25.5,20.9,11.8,7.1,18.5,2.6,2.9,4.6,4.6,1.6,2019,12
Sentio/NA / Amedia,2019-12-11,24.2,20.8,11.1,8.3,15.6,3.5,2.4,6.9,5.6,1.8,2019,12
Opinion/DA / FF / ANB,2019-12-11,22.9,20.6,10.7,7.5,20.2,2.6,1.9,5.9,5.7,2.0,2019,12
Norfakta/Nat. / KK,2019-12-07,21.3,22.6,10.1,7.7,19.2,4.0,3.9,5.0,3.9,2.3,2019,12
Respons/VG,2019-12-04,23.0,22.0,10.3,6.2,17.4,3.9,3.5,5.9,5.3,2.5,2019,12
Verian/TV2,2019-12-02,21.9,19.1,9.8,7.9,17.6,4.1,4.4,6.1,5.0,4.2,2019,12
Norstat/VL,2020-01-29,26.8,21.0,14.7,7.6,12.8,4.0,3.0,4.9,3.7,1.5,2020,1
Sentio/NA / Amedia,2020-01-29,25.6,16.2,17.5,7.7,12.5,3.9,2.0,4.9,6.9,2.6,2020,1
Ipsos/Dagbladet,2020-01-23,25.9,19.7,15.7,5.9,16.4,2.8,3.7,3.5,4.1,2.3,2020,1
Respons/VG,2020-01-23,25.2,20.9,14.2,7.0,14.8,3.2,3.1,5.2,3.8,2.6,2020,1
Sentio/NA / Amedia,2020-01-22,25.4,20.6,10.8,7.9,16.8,3.0,4.1,5.4,4.5,1.4,2020,1
Verian/TV2,2020-01-21,25.3,20.4,14.6,6.5,14.5,5.2,2.2,3.5,5.1,2.6,2020,1
Opinion/DA / FF / ANB,2020-01-15,25.5,18.7,11.8,7.4,20.9,2.5,2.7,4.3,4.4,2.0,2020,1
Verian/TV2,2020-01-14,23.5,22.4,8.7,8.8,17.9,3.2,2.2,6.5,4.7,2.2,2020,1
Norfakta/Nat. / KK,2020-01-11,26.7,21.3,10.9,6.2,16.6,3.2,2.4,5.3,4.8,2.6,2020,1
Respons/VG,2020-01-08,24.0,22.4,11.4,6.6,15.8,4.2,2.5,6.1,5.1,1.9,2020,1
Norstat/NRK / Aftenp,2020-01-08,26.1,22.4,10.3,7.2,15.7,3.6,2.3,6.0,3.6,2.8,2020,1
Norstat/VL,2020-02-26,24.0,18.9,14.3,6.5,15.7,3.5,4.4,6.3,4.7,1.7,2020,2
Ipsos/Dagbladet,2020-02-20,25.8,18.8,14.2,7.1,14.8,3.6,3.5,5.4,3.5,3.3,2020,2
Sentio/NA / Amedia,2020-02-19,23.6,19.7,14.6,7.2,14.1,3.9,3.8,6.8,3.9,2.3,2020,2
Opinion/DA / FF / ANB,2020-02-12,25.1,19.4,15.1,6.5,15.2,3.5,4.2,4.6,5.3,1.2,2020,2
Norfakta/Nat. / KK,2020-02-08,22.2,19.4,14.9,7.6,15.9,4.5,4.4,5.2,4.2,1.5,2020,2
Respons/VG,2020-02-04,24.9,19.9,15.3,6.7,13.9,4.2,2.7,5.5,4.6,2.3,2020,2
Norstat/NRK / Aftenp,2020-02-04,23.2,18.3,16.0,6.1,17.3,4.4,3.3,4.3,5.0,2.0,2020,2
Verian/TV2,2020-02-03,24.2,17.8,15.7,7.7,15.0,4.3,4.0,5.9,4.3,1.1,2020,2
Norstat/NRK / Aftenp,2020-03-31,25.7,24.9,12.0,7.2,15.3,2.8,3.6,3.7,3.7,1.1,2020,3
Norstat/VL,2020-03-25,26.7,23.3,12.7,7.6,14.6,3.2,2.2,3.8,4.1,2.1,2020,3
Sentio/NA / Amedia,2020-03-19,24.3,18.8,13.0,7.1,17.5,3.4,3.4,7.3,2.7,2.6,2020,3
Ipsos/Dagbladet,2020-03-19,24.9,20.8,11.4,9.0,17.4,3.7,2.6,4.4,4.7,1.1,2020,3
Opinion/DA / FF / ANB,2020-03-11,24.0,18.8,13.5,6.9,18.3,3.1,3.5,6.7,3.9,1.2,2020,3
Norfakta/Nat. / KK,2020-03-07,25.8,20.6,12.0,7.0,15.9,2.9,2.5,7.0,5.1,1.1,2020,3
Respons/VG,2020-03-04,24.9,17.9,14.6,7.2,16.7,3.5,3.3,5.1,5.4,1.4,2020,3
Norstat/NRK / Aftenp,2020-03-04,23.7,19.9,13.2,8.4,16.4,4.1,2.7,4.9,4.6,2.1,2020,3
Verian/TV2,2020-03-03,21.5,19.8,13.7,8.5,17.6,3.0,3.7,5.6,4.1,2.6,2020,3
Norstat/VL,2020-04-29,24.6,26.8,11.4,6.6,15.6,3.2,3.3,3.9,3.7,0.9,2020,4
Ipsos/Dagbladet,2020-04-23,24.5,25.3,9.7,8.5,14.2,4.1,3.1,4.2,4.9,1.5,2020,4
Sentio/NA / Amedia,2020-04-22,24.5,26.7,12.0,6.5,14.0,3.7,3.3,4.9,3.2,1.4,2020,4
Opinion/DA / FF / ANB,2020-04-14,25.7,27.3,11.6,5.9,13.8,3.0,2.9,4.7,3.7,1.4,2020,4
Norfakta/Nat. / KK,2020-04-04,23.3,25.9,11.1,9.1,14.7,4.1,3.3,5.0,2.5,1.0,2020,4
Respons/VG,2020-04-03,26.7,25.2,12.4,7.3,13.5,3.2,2.8,4.2,3.5,1.2,2020,4
Verian/TV2,2020-04-02,24.8,24.6,12.3,7.0,14.8,4.1,2.3,4.6,3.8,1.6,2020,4
Ipsos/Dagbladet,2020-05-30,25.5,25.4,10.0,7.6,13.0,2.6,3.6,6.2,3.8,2.3,2020,5
